rule_id,rule_name,rule_text,category,label,severity,target_os,hash
R537,Ragnarok2,"rule Ragnarok2 { meta: description = ""Detects Ragnarok ransomware variant"" author = ""CyberSecTeam"" date = ""2031-03-05"" strings: $s1 = ""ragnarok2"" nocase $s2 = ""ransom_v12"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],q7r8s9t0u1v2w3x4y5z6
R538,Benign_CubicExplorer,"rule Benign_CubicExplorer { meta: description = ""Detects CubicExplorer file manager"" author = ""CyberSecTeam"" date = ""2031-03-10"" strings: $s1 = ""cubicexplorer.exe"" nocase $s2 = ""cubicexplorer.com"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],r8s9t0u1v2w3x4y5z6a7
R539,Erebus2,"rule Erebus2 { meta: description = ""Detects Erebus ransomware variant"" author = ""CyberSecTeam"" date = ""2031-03-15"" strings: $s1 = ""erebus2"" nocase $s2 = ""ransom_v13"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],s9t0u1v2w3x4y5z6a7b8
R540,Benign_AltapSalamander,"rule Benign_AltapSalamander { meta: description = ""Detects Altap Salamander file manager"" author = ""CyberSecTeam"" date = ""2031-03-20"" strings: $s1 = ""salamander.exe"" nocase $s2 = ""altap.cz"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],t0u1v2w3x4y5z6a7b8c9
R541,GlobeImposter2,"rule GlobeImposter2 { meta: description = ""Detects GlobeImposter ransomware variant"" author  ""CyberSecTeam"" date = ""2031-03-25"" strings: $s1 = ""globeimposter2"" nocase $s2 = ""ransom_v14"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],u1v2w3x4y5z6a7b8c9d0
R542,Benign_MuCommander,"rule Benign_MuCommander { meta: description = ""Detects MuCommander file manager"" author = ""CyberSecTeam"" date = ""2031-03-30"" strings: $s1 = ""mucommander"" nocase $s2 = ""mucommander.com"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",v2w3x4y5z6a7b8c8d0e1
R543,Spora2,"rule Spora2 { meta: description = ""Detects Spora ransomware variant"" author = ""CyberSecTeam"" date = ""2031-04-01"" strings: $s1 = ""spora2"" nocase $s2 = ""ransom_v15"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],w3x4y5z6a7b8c9d0e1f2
R544,Benign_Files,"rule Benign_Files { meta: description = ""Detects Files file manager"" author = ""CyberSecTeam"" date = ""2031-04-05"" strings: $s1 = ""files"" nocase $s2 = ""elementary.app"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],x4y5z6a7b8c9d0e1f2g3
R545,CryptXXX2,"rule CryptXXX2 { meta: description = ""Detects CryptXXX ransomware variant"" author = ""CyberSecTeam"" date = ""2031-04-10"" strings: $s1 = ""cryptxxx2"" nocase $s2 = ""ransom_v16"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],y5z6a7b8c9d0e1f2g3h4
R546,Benign_PantheonFiles,"rule Benign_PantheonFiles { meta: description = ""Detects Pantheon Files file manager"" author = ""CyberSecTeam"" date = ""2031-04-15"" strings: $s1 = ""pantheon-files"" nocase $s2 = ""elementary.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z6a7b8c9d0e1f2g3h4i5
R547,GoldenEye2,"rule GoldenEye2 { meta: description = ""Detects GoldenEye ransomware variant"" author = ""CyberSecTeam"" date = ""2031-04-20"" strings: $s1 = ""goldeneye2"" nocase $s2 = ""ransom_v17"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],a7b8c9d0e1f2g3h4i5j6
R548,Benign_LxqtRunner,"rule Benign_LxqtRunner { meta: description = ""Detects LXQt Runner file manager"" author = ""CyberSecTeam"" date = ""2031-04-25"" strings: $s1 = ""lxqt-runner"" nocase $s2 = ""lxqt.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b8c9d0e1f2g3h4i5j6k7
R549,Kraken2,"rule Kraken2 { meta: description = ""Detects Kraken ransomware variant"" author = ""CyberSecTeam"" date = ""2031-04-30"" strings: $s1 = ""kraken2"" nocase $s2 = ""ransom_v18"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],c9d0e1f2g3h4i5j6k7l8
R550,Benign_LxFinder,"rule Benign_LxFinder { meta: description = ""Detects LXFinder file manager"" author = ""CyberSecTeam"" date = ""2031-05-01"" strings: $s1 = ""lxfinder"" nocase $s2 = ""lxde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],d0e1f2g3h4i5j6k7l8m9
R551,Satan2,"rule Satan2 { meta: description = ""Detects Satan ransomware variant"" author = ""CyberSecTeam"" date = ""2031-05-05"" strings: $s1 = ""satan2"" nocase $s2 = ""ransom_v19"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],e1f2g3h4i5j6k7l8m9n0
R552,Benign_Krusader2,"rule Benign_Krusader2 { meta: description = ""Detects Krusader file manager v2"" author = ""CyberSecTeam"" date = ""2031-05-10"" strings: $s1 = ""krusader2"" nocase $s2 = ""krusader.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],f2g3h4i5j6k7l8m9n0o1
R553,Matrix2,"rule Matrix2 { meta: description = ""Detects Matrix ransomware variant"" author = ""CyberSecTeam"" date = ""2031-05-15"" strings: $s1 = ""matrix2"" nocase $s2 = ""ransom_v20"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],g3h4i5j6k7l8m9n0o1p2
R554,Benign_GnomeCommander,"rule Benign_GnomeCommander { meta: description = ""Detects GNOME Commander file manager"" author = ""CyberSecTeam"" date = ""2031-05-20"" strings: $s1 = ""gnome-commander"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h4i5j6k7l8m9n0o1p2q3
R555,BitPaymer2,"rule BitPaymer2 { meta: description = ""Detects BitPaymer ransomware variant"" author = ""CyberSecTeam"" date = ""2031-05-25"" strings: $s1 = ""bitpaymer2"" nocase $s2 = ""ransom_v21"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],i5j6k7l8m9n0o1p2q3r4
R556,Benign_Filer,"rule Benign_Filer { meta: description = ""Detects Filer file manager"" author = ""CyberSecTeam"" date = ""2031-05-30"" strings: $s1 = ""filer"" nocase $s2 = ""filer.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],j6k7l8m9n0o1p2q3r4s5
R557,Rapid2,"rule Rapid2 { meta: description = ""Detects Rapid ransomware variant"" author = ""CyberSecTeam"" date = ""2031-06-01"" strings: $s1 = ""rapid2"" nocase $s2 = ""ransom_v22"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],k7l8m9n0o1p2q3r4s5t6
R558,Benign_Sunflower,"rule Benign_Sunflower { meta: description = ""Detects Sunflower file manager"" author = ""CyberSecTeam"" date = ""2031-06-05"" strings: $s1 = ""sunflower"" nocase $s2 = ""sunflower-fm.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],l8m9n0o1p2q3r4s5t6u7
R559,Dharma2,"rule Dharma2 { meta: description = ""Detects Dharma ransomware variant"" author = ""CyberSecTeam"" date = ""2031-06-10"" strings: $s1 = ""dharma2"" nocase $s2 = ""crysis_v3"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],m9n0o1p2q3r4s5t6u7v8
R560,Benign_Xfe,"rule Benign_Xfe { meta: description = ""Detects Xfe file manager"" author = ""CyberSecTeam"" date = ""2031-06-15"" strings: $s1 = ""xfe"" nocase $s2 = ""xfe.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],n0o1p2q3r4s5t6u7v8w9
R561,Conti2,"rule Conti2 { meta: description = ""Detects Conti ransomware variant"" author = ""CyberSecTeam"" date = ""2031-06-20"" strings: $s1 = ""conti2"" nocase $s2 = ""ransom_v23"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],o1p2q3r4s5t6u7v8w9x0
R562,Benign_Rodent,"rule Benign_Rodent { meta: description = ""Detects Rodent file manager"" author = ""CyberSecTeam"" date = ""2031-06-25"" strings: $s1 = ""rodent"" nocase $s2 = ""rodent-fm.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p2q3r4s5t6u7v8w9x0y1
R563,LockBit2,"rule LockBit2 { meta: description = ""Detects LockBit ransomware variant"" author = ""CyberSecTeam"" date = ""2031-06-30"" strings: $s1 = ""lockbit2"" nocase $s2 = ""ransom_v24"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],q3r4s5t6u7v8w9x0y1z2
R564,Benign_Fm,"rule Benign_Fm { meta: description = ""Detects Fm file manager"" author = ""CyberSecTeam"" date = ""2031-07-01"" strings: $s1 = ""fm"" nocase $s2 = ""fm.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],r4s5t6u7v8w9x0y1z2a3
R565,BlackMatter2,"rule BlackMatter2 { meta: description = ""Detects BlackMatter ransomware variant"" author = ""CyberSecTeam"" date = ""2031-07-05"" strings: $s1 = ""blackmatter2"" nocase $s2 = ""ransom_v25"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],s5t6u7v8w9x0y1z2a3b4
R566,Benign_Gentoo,"rule Benign_Gentoo { meta: description = ""Detects Gentoo file manager"" author = ""CyberSecTeam"" date = ""2031-07-10"" strings: $s1 = ""gentoo"" nocase $s2 = ""gentoo.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],t6u7v8w9x0y1z2a3b4c5
R567,DarkSide2,"rule DarkSide2 { meta: description = ""Detects DarkSide ransomware variant"" author = ""CyberSecTeam"" date = ""2031-07-15"" strings: $s1 = ""darkside2"" nocase $s2 = ""ransom_v26"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],u7v8w9x0y1z2a3b4c5d6
R568,Benign_4Pane,"rule Benign_4Pane { meta: description = ""Detects 4Pane file manager"" author = ""CyberSecTeam"" date = ""2031-07-20"" strings: $s1 = ""4pane"" nocase $s2 = ""4pane.co.uk"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],v8w9x0y1z2a3b4c5d6e7
R569,REvil2,"rule REvil2 { meta: description = ""Detects REvil ransomware variant"" author = ""CyberSecTeam"" date = ""2031-07-25"" strings: $s1 = ""revil2"" nocase $s2 = ""sodinokibi_v3"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],w9x0y1z2a3b4c5d6e7f8
R570,Benign_TuxCommander,"rule Benign_TuxCommander { meta: description = ""Detects TuxCommander file manager"" author = ""CyberSecTeam"" date = ""2031-07-30"" strings: $s1 = ""tuxcommander"" nocase $s2 = ""tuxcommander.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],x0y1z2a3b4c5d6e7f8g9
R571,HelloKitty2,"rule HelloKitty2 { meta: description = ""Detects HelloKitty ransomware variant"" author = ""CyberSecTeam"" date = ""2031-08-01"" strings: $s1 = ""hellokitty2"" nocase $s2 = ""ransom_v27"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],y1z2a3b4c5d6e7f8g9h0
R572,Benign_EmelFM2,"rule Benign_EmelFM2 { meta: description = ""Detects EmelFM2 file manager"" author = ""CyberSecTeam"" date = ""2031-08-05"" strings: $s1 = ""emelfm2"" nocase $s2 = ""emelfm2.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z2a3b4c5d6e7f8g9h0i1
R573,FiveHands2,"rule FiveHands2 { meta: description = ""Detects FiveHands ransomware variant"" author = ""CyberSecTeam"" date = ""2031-08-10"" strings: $s1 = ""fivehands2"" nocase $s2 = ""ransom_v28"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],a3b4c5d6e7f8g9h0i1j2
R574,Benign_XDiskUsage,"rule Benign_XDiskUsage { meta: description = ""Detects XDiskUsage disk analyzer"" author = ""CyberSecTeam"" date = ""2031-08-15"" strings: $s1 = ""xdiskusage"" nocase $s2 = ""xdiskusage.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b4c5d6e7f8g9h0i1j2k3
R575,AstraLocker2,"rule AstraLocker2 { meta: description = ""Detects AstraLocker ransomware variant"" author = ""CyberSecTeam"" date = ""2031-08-20"" strings: $s1 = ""astralocker2"" nocase $s2 = ""ransom_v29"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],c5d6e7f8g9h0i1j2k3l4
R576,Benign_KDiskMark,"rule Benign_KDiskMark { meta: description = ""Detects KDiskMark disk benchmark"" author = ""CyberSecTeam"" date = ""2031-08-25"" strings: $s1 = ""kdiskmark"" nocase $s2 = ""kdiskmark.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],d6e7f8g9h0i1j2k3l4m5
R577,BlackCat2,"rule BlackCat2 { meta: description = ""Detects BlackCat ransomware variant"" author = ""CyberSecTeam"" date = ""2031-08-30"" strings: $s1 = ""blackcat2"" nocase $s2 = ""alphv_v2"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],e7f8g9h0i1j2k3l4m5n6
R578,Benign_GnomeSystemMonitor,"rule Benign_GnomeSystemMonitor { meta: description = ""Detects GNOME System Monitor"" author = ""CyberSecTeam"" date = ""2031-09-01"" strings: $s1 = ""gnome-system-monitor"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],f8g9h0i1j2k3l4m5n6o7
R579,Yanluowang2,"rule Yanluowang2 { meta: description = ""Detects Yanluowang ransomware variant"" author = ""CyberSecTeam"" date = ""2031-09-05"" strings: $s1 = ""yanluowang2"" nocase $s2 = ""ransom_v30"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],g9h0i1j2k3l4m5n6o7p8
R580,Benign_KSysGuard,"rule Benign_KSysGuard { meta: description = ""Detects KSysGuard system monitor"" author = ""CyberSecTeam"" date = ""2031-09-10"" strings: $s1 = ""ksysguard"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h0i1j2k3l4m5n6o7p8q9
R581,Play2,"rule Play2 { meta: description = ""Detects Play ransomware variant"" author = ""CyberSecTeam"" date = ""2031-09-15"" strings: $s1 = ""play2"" nocase $s2 = ""ransom_v31"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],i1j2k3l4m5n6o7p8q9r0
R582,Benign_Htop,"rule Benign_Htop { meta: description = ""Detects Htop system monitor"" author = ""CyberSecTeam"" date = ""2031-09-20"" strings: $s1 = ""htop"" nocase $s2 = ""htop.dev"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],j2k3l4m5n6o7p8q9r0s1
R583,ViceSociety2,"rule ViceSociety2 { meta: description = ""Detects ViceSociety ransomware variant"" author = ""CyberSecTeam"" date = ""2031-09-25"" strings: $s1 = ""vicesociety2"" nocase $s2 = ""ransom_v32"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],k3l4m5n6o7p8q9r0s1t2
R584,Benign_Glances,"rule Benign_Glances { meta: description = ""Detects Glances system monitor"" author = ""CyberSecTeam"" date = ""2031-09-30"" strings: $s1 = ""glances"" nocase $s2 = ""nicolargo.github.io/glances"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],l4m5n6o7p8q9r0s1t2u3
R585,Trigona2,"rule Trigona2 { meta: description = ""Detects Trigona ransomware variant"" author = ""CyberSecTeam"" date = ""2031-10-01"" strings: $s1 = ""trigona2"" nocase $s2 = ""ransom_v33"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],m5n6o7p8q9r0s1t2u3v4
R586,Benign_Bpytop,"rule Benign_Bpytop { meta: description = ""Detects Bpytop system monitor"" author = ""CyberSecTeam"" date = ""2031-10-05"" strings: $s1 = ""bpytop"" nocase $s2 = ""aristocratos.github.io/bpytop"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],n6o7p8q9r0s1t2u3v4w5
R587,Royal2,"rule Royal2 { meta: description = ""Detects Royal ransomware variant"" author = ""CyberSecTeam"" date = ""2031-10-10"" strings: $s1 = ""royal2"" nocase $s2 = ""ransom_v34"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],o7p8q9r0s1t2u3v4w5x6
R588,Benign_Nmon,"rule Benign_Nmon { meta: description = ""Detects Nmon system monitor"" author = ""CyberSecTeam"" date = ""2031-10-15"" strings: $s1 = ""nmon"" nocase $s2 = ""nmon.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p8q9r0s1t2u3v4w5x6y7
R589,Akira2,"rule Akira2 { meta: description = ""Detects Akira ransomware variant"" author = ""CyberSecTeam"" date = ""2031-10-20"" strings: $s1 = ""akira2"" nocase $s2 = ""ransom_v35"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],q9r0s1t2u3v4w5x6y7z8
R590,Benign_Gtop,"rule Benign_Gtop { meta: description = ""Detects Gtop system monitor"" author = ""CyberSecTeam"" date = ""2031-10-25"" strings: $s1 = ""gtop"" nocase $s2 = ""gtop.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],r0s1t2u3v4w5x6y7z8a9
R591,Nokoyawa2,"rule Nokoyawa2 { meta: description = ""Detects Nokoyawa ransomware variant"" author = ""CyberSecTeam"" date = ""2031-10-30"" strings: $s1 = ""nokoyawa2"" nocase $s2 = ""ransom_v36"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],s1t2u3v4w5x6y7z8a9b0
R592,Benign_Lxtask,"rule Benign_Lxtask { meta: description = ""Detects LXTask system monitor"" author = ""CyberSecTeam"" date = ""2031-11-01"" strings: $s1 = ""lxtask"" nocase $s2 = ""lxde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],t2u3v4w5x6y7z8a9b0c1
R593,RansomEXX2,"rule RansomEXX2 { meta: description = ""Detects RansomEXX ransomware variant"" author = ""CyberSecTeam"" date = ""2031-11-05"" strings: $s1 = ""ransomexx2"" nocase $s2 = ""ransom_v37"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],u3v4w5x6y7z8a9b0c1d2
R594,Benign_MateSystemMonitor,"rule Benign_MateSystemMonitor { meta: description = ""Detects MATE System Monitor"" author = ""CyberSecTeam"" date = ""2031-11-10"" strings: $s1 = ""mate-system-monitor"" nocase $s2 = ""mate-desktop.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],v4w5x6y7z8a9b0c1d2e3
R595,Karakurt2,"rule Karakurt2 { meta: description = ""Detects Karakurt ransomware variant"" author = ""CyberSecTeam"" date = ""2031-11-15"" strings: $s1 = ""karakurt2"" nocase $s2 = ""ransom_v38"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],w5x6y7z8a9b0c1d2e3f4
R596,Benign_XfceTaskManager,"rule Benign_XfceTaskManager { meta: description = ""Detects Xfce Task Manager"" author = ""CyberSecTeam"" date = ""2031-11-20"" strings: $s1 = ""xfce4-taskmanager"" nocase $s2 = ""xfce.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],x6y7z8a9b0c1d2e3f4g5
R597,Mallox2,"rule Mallox2 { meta: description = ""Detects Mallox ransomware variant"" author = ""CyberSecTeam"" date = ""2031-11-25"" strings: $s1 = ""mallox2"" nocase $s2 = ""ransom_v39"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],y7z8a9b0c1d2e3f4g5h6
R598,Benign_LxqtMonitor,"rule Benign_LxqtMonitor { meta: description = ""Detects LXQt System Monitor"" author = ""CyberSecTeam"" date = ""2031-11-30"" strings: $s1 = ""lxqt-monitor"" nocase $s2 = ""lxqt.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z8a9b0c1d2e3f4g5h6i7
R599,TargetCompany2,"rule TargetCompany2 { meta: description = ""Detects TargetCompany ransomware variant"" author = ""CyberSecTeam"" date = ""2031-12-01"" strings: $s1 = ""targetcompany2"" nocase $s2 = ""ransom_v40"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],a9b0c1d2e3f4g5h6i7j8
R600,Benign_Kmon,"rule Benign_Kmon { meta: description = ""Detects Kmon system monitor"" author = ""CyberSecTeam"" date = ""2031-12-05"" strings: $s1 = ""kmon"" nocase $s2 = ""kmon.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b0c1d2e3f4g5h6i7j8k9
R601,Cactus2,"rule Cactus2 { meta: description = ""Detects Cactus ransomware variant"" author = ""CyberSecTeam"" date = ""2031-12-10"" strings: $s1 = ""cactus2"" nocase $s2 = ""ransom_v41"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],c1d2e3f4g5h6i7j8k9l0
R602,Benign_Iotop,"rule Benign_Iotop { meta: description = ""Detects Iotop system monitor"" author = ""CyberSecTeam"" date = ""2031-12-15"" strings: $s1 = ""iotop"" nocase $s2 = ""guichaz.free.fr/iotop"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],d2e3f4g5h6i7j8k9l0m1
R603,Rhysida2,"rule Rhysida2 { meta: description = ""Detects Rhysida ransomware variant"" author = ""CyberSecTeam"" date = ""2031-12-20"" strings: $s1 = ""rhysida2"" nocase $s2 = ""ransom_v42"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],e3f4g5h6i7j8k9l0m1n2
R604,Benign_Vmstat,"rule Benign_Vmstat { meta: description = ""Detects Vmstat system monitor"" author = ""CyberSecTeam"" date = ""2031-12-25"" strings: $s1 = ""vmstat"" nocase $s2 = ""linux.die.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],f4g5h6i7j8k9l0m1n2o3
R605,NoEscape2,"rule NoEscape2 { meta: description = ""Detects NoEscape ransomware variant"" author = ""CyberSecTeam"" date = ""2031-12-30"" strings: $s1 = ""noescape2"" nocase $s2 = ""ransom_v43"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],g5h6i7j8k9l0m1n2o3p4
R606,Benign_Sar,"rule Benign_Sar { meta: description = ""Detects Sar system monitor"" author = ""CyberSecTeam"" date = ""2032-01-01"" strings: $s1 = ""sar"" nocase $s2 = ""sysstat.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h6i7j8k9l0m1n2o3p4q5
R607,Medusa2,"rule Medusa2 { meta: description = ""Detects Medusa ransomware variant"" author = ""CyberSecTeam"" date = ""2032-01-05"" strings: $s1 = ""medusa2"" nocase $s2 = ""ransom_v44"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],i7j8k9l0m1n2o3p4q5r6
R608,Benign_Atop,"rule Benign_Atop { meta: description = ""Detects Atop system monitor"" author = ""CyberSecTeam"" date = ""2032-01-10"" strings: $s1 = ""atop"" nocase $s2 = ""atoptool.nl"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],j8k9l0m1n2o3p4q5r6s7
R609,Werewolf2,"rule Werewolf2 { meta: description = ""Detects Werewolf ransomware variant"" author = ""CyberSecTeam"" date = ""2032-01-15"" strings: $s1 = ""werewolf2"" nocase $s2 = ""ransom_v45"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],k9l0m1n2o3p4q5r6s7t8
R610,Benign_Monitorix,"rule Benign_Monitorix { meta: description = ""Detects Monitorix system monitor"" author = ""CyberSecTeam"" date = ""2032-01-20"" strings: $s1 = ""monitorix"" nocase $s2 = ""monitorix.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],l0m1n2o3p4q5r6s7t8u9
R611,NightSky2,"rule NightSky2 { meta: description = ""Detects NightSky ransomware variant"" author = ""CyberSecTeam"" date = ""2032-01-25"" strings: $s1 = ""nightsky2"" nocase $s2 = ""ransom_v46"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],m1n2o3p4q5r6s7t8u9v0
R612,Benign_Conky,"rule Benign_Conky { meta: description = ""Detects Conky system monitor"" author = ""CyberSecTeam"" date = ""2032-01-30"" strings: $s1 = ""conky"" nocase $s2 = ""conky.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],n2o3p4q5r6s7t8u9v0w1
R613,Chaos2,"rule Chaos2 { meta: description = ""Detects Chaos ransomware variant"" author = ""CyberSecTeam"" date = ""2032-02-01"" strings: $s1 = ""chaos2"" nocase $s2 = ""ransom_v47"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],o3p4q5r6s7t8u9v0w1x2
R614,Benign_Gkrellm,"rule Benign_Gkrellm { meta: description = ""Detects Gkrellm system monitor"" author = ""CyberSecTeam"" date = ""2032-02-05"" strings: $s1 = ""gkrellm"" nocase $s2 = ""gkrellm.srcbox.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p4q5r6s7t8u9v0w1x2y3
R615,Hive3,"rule Hive3 { meta: description = ""Detects Hive ransomware variant v3"" author = ""CyberSecTeam"" date = ""2032-02-10"" strings: $s1 = ""hive3"" nocase $s2 = ""ransom_v48"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],q5r6s7t8u9v0w1x2y3z4
R616,Benign_Sysdig,"rule Benign_Sysdig { meta: description = ""Detects Sysdig system monitor"" author = ""CyberSecTeam"" date = ""2032-02-15"" strings: $s1 = ""sysdig"" nocase $s2 = ""sysdig.com"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],r6s7t8u9v0w1x2y3z4a5
R617,LockBit3,"rule LockBit3 { meta: description = ""Detects LockBit ransomware variant v3"" author = ""CyberSecTeam"" date = ""2032-02-20"" strings: $s1 = ""lockbit3"" nocase $s2 = ""ransom_v49"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],s7t8u9v0w1x2y3z4a5b6
R618,Benign_Nload,"rule Benign_Nload { meta: description = ""Detects Nload system monitor"" author = ""CyberSecTeam"" date = ""2032-02-25"" strings: $s1 = ""nload"" nocase $s2 = ""nload.sourceforge.net"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],t8u9v0w1x2y3z4a5b6c7
R619,Cl0p2,"rule Cl0p2 { meta: description = ""Detects Cl0p ransomware variant v2"" author = ""CyberSecTeam"" date = ""2032-03-01"" strings: $s1 = ""cl0p2"" nocase $s2 = ""ransom_v50"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],u9v0w1x2y3z4a5b6c7d8
R620,Benign_Slurm,"rule Benign_Slurm { meta: description = ""Detects Slurm system monitor"" author = ""CyberSecTeam"" date = ""2032-03-05"" strings: $s1 = ""slurm"" nocase $s2 = ""slurm.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],v2w1x2y3z4a5b6c7d8e9
R621,Rakhni2,"rule Rakhni2 { meta: description = ""Detects Rakhni ransomware variant"" author = ""CyberSecTeam"" date = ""2032-03-10"" strings: $s1 = ""rakhni2"" nocase $s2 = ""ransom_v51"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],w1x2y3z4a5b6c7d8e9f0
R622,Benign_Collectd,"rule Benign_Collectd { meta: description = ""Detects Collectd system monitor"" author = ""CyberSecTeam"" date = ""2032-03-15"" strings: $s1 = ""collectd"" nocase $s2 = ""collectd.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],x2y3z4a5b6c7d8e9f0g1
R623,Spora3,"rule Spora3 { meta: description = ""Detects Spora ransomware variant v3"" author = ""CyberSecTeam"" date = ""2032-03-20"" strings: $s1 = ""spora3"" nocase $s2 = ""ransom_v52"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],y3z4a5b6c7d8e9f0g1h2
R624,Benign_Munin,"rule Benign_Munin { meta: description = ""Detects Munin system monitor"" author = ""CyberSecTeam"" date = ""2032-03-25"" strings: $s1 = ""munin"" nocase $s2 = ""munin-monitoring.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z4a5b6c7d8e9f0g1h2i3
